0.5 No. of Outliers: 119, Clusters : 0, Silhoutte -2
1.263 No. of Outliers: 58, Clusters : 10, Silhoutte 0.04010000079870224
1.264 No. of Outliers: 58, Clusters : 10, Silhoutte 0.04010000079870224
1.265 No. of Outliers: 58, Clusters : 10, Silhoutte 0.04010000079870224
1.266 No. of Outliers: 58, Clusters : 10, Silhoutte 0.04010000079870224
1.267 No. of Outliers: 58, Clusters : 10, Silhoutte 0.04010000079870224
1.268 No. of Outliers: 58, Clusters : 10, Silhoutte 0.04010000079870224
1.269 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.27 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.271 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.272 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.273 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.274 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.275 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.276 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.277 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.278 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.279 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.28 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.281 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.282 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.283 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.284 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.285 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.286 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.287 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.288 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.289 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.29 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.291 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.292 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.293 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.294 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.295 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.296 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.297 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.298 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.299 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.3 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.301 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.302 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.303 No. of Outliers: 57, Clusters : 10, Silhoutte 0.044599998742341995
1.304 No. of Outliers: 56, Clusters : 10, Silhoutte 0.04560000076889992
1.305 No. of Outliers: 56, Clusters : 10, Silhoutte 0.04560000076889992
1.306 No. of Outliers: 54, Clusters : 10, Silhoutte 0.05860000103712082
1.307 No. of Outliers: 54, Clusters : 10, Silhoutte 0.05860000103712082
1.308 No. of Outliers: 54, Clusters : 10, Silhoutte 0.05860000103712082
1.309 No. of Outliers: 54, Clusters : 10, Silhoutte 0.05860000103712082
1.31 No. of Outliers: 54, Clusters : 10, Silhoutte 0.05860000103712082
1.311 No. of Outliers: 53, Clusters : 10, Silhoutte 0.060100000351667404
1.312 No. of Outliers: 53, Clusters : 10, Silhoutte 0.060100000351667404
1.313 No. of Outliers: 53, Clusters : 10, Silhoutte 0.060100000351667404
1.314 No. of Outliers: 53, Clusters : 10, Silhoutte 0.060100000351667404
1.315 No. of Outliers: 53, Clusters : 10, Silhoutte 0.060100000351667404
1.316 No. of Outliers: 53, Clusters : 10, Silhoutte 0.060100000351667404
1.317 No. of Outliers: 53, Clusters : 10, Silhoutte 0.060100000351667404
1.318 No. of Outliers: 53, Clusters : 10, Silhoutte 0.060100000351667404
1.319 No. of Outliers: 53, Clusters : 10, Silhoutte 0.060100000351667404
1.32 No. of Outliers: 53, Clusters : 10, Silhoutte 0.060100000351667404
1.321 No. of Outliers: 53, Clusters : 10, Silhoutte 0.060100000351667404
1.322 No. of Outliers: 53, Clusters : 10, Silhoutte 0.060100000351667404
1.323 No. of Outliers: 53, Clusters : 10, Silhoutte 0.060100000351667404
1.324 No. of Outliers: 53, Clusters : 10, Silhoutte 0.060100000351667404
1.325 No. of Outliers: 53, Clusters : 10, Silhoutte 0.060100000351667404
1.326 No. of Outliers: 53, Clusters : 10, Silhoutte 0.060100000351667404
1.327 No. of Outliers: 52, Clusters : 10, Silhoutte 0.06300000101327896
1.328 No. of Outliers: 52, Clusters : 10, Silhoutte 0.06300000101327896
1.329 No. of Outliers: 52, Clusters : 10, Silhoutte 0.06300000101327896
1.33 No. of Outliers: 52, Clusters : 10, Silhoutte 0.06300000101327896
1.331 No. of Outliers: 52, Clusters : 10, Silhoutte 0.06300000101327896
1.332 No. of Outliers: 52, Clusters : 10, Silhoutte 0.06300000101327896
1.333 No. of Outliers: 51, Clusters : 10, Silhoutte 0.06859999895095825
1.334 No. of Outliers: 51, Clusters : 10, Silhoutte 0.06859999895095825
1.335 No. of Outliers: 51, Clusters : 10, Silhoutte 0.06859999895095825
1.336 No. of Outliers: 51, Clusters : 10, Silhoutte 0.06859999895095825
1.337 No. of Outliers: 51, Clusters : 10, Silhoutte 0.06859999895095825
1.338 No. of Outliers: 51, Clusters : 9, Silhoutte 0.06129999831318855
1.339 No. of Outliers: 51, Clusters : 9, Silhoutte 0.06129999831318855
1.34 No. of Outliers: 51, Clusters : 9, Silhoutte 0.06129999831318855
1.341 No. of Outliers: 51, Clusters : 9, Silhoutte 0.06129999831318855
1.342 No. of Outliers: 51, Clusters : 9, Silhoutte 0.06129999831318855
1.343 No. of Outliers: 51, Clusters : 9, Silhoutte 0.06129999831318855
1.344 No. of Outliers: 51, Clusters : 9, Silhoutte 0.06129999831318855
1.345 No. of Outliers: 50, Clusters : 9, Silhoutte 0.06780000030994415
1.346 No. of Outliers: 50, Clusters : 9, Silhoutte 0.06780000030994415
1.347 No. of Outliers: 50, Clusters : 9, Silhoutte 0.06780000030994415
1.348 No. of Outliers: 50, Clusters : 9, Silhoutte 0.06780000030994415
1.349 No. of Outliers: 50, Clusters : 9, Silhoutte 0.06780000030994415
1.35 No. of Outliers: 50, Clusters : 9, Silhoutte 0.06780000030994415
1.351 No. of Outliers: 50, Clusters : 9, Silhoutte 0.06780000030994415
1.352 No. of Outliers: 50, Clusters : 9, Silhoutte 0.06780000030994415
1.353 No. of Outliers: 50, Clusters : 9, Silhoutte 0.06780000030994415
1.354 No. of Outliers: 50, Clusters : 9, Silhoutte 0.06780000030994415
1.355 No. of Outliers: 50, Clusters : 9, Silhoutte 0.06780000030994415
1.356 No. of Outliers: 50, Clusters : 9, Silhoutte 0.06780000030994415
1.357 No. of Outliers: 50, Clusters : 9, Silhoutte 0.06780000030994415
1.358 No. of Outliers: 50, Clusters : 9, Silhoutte 0.06780000030994415
1.359 No. of Outliers: 50, Clusters : 8, Silhoutte 0.058400001376867294
1.36 No. of Outliers: 50, Clusters : 8, Silhoutte 0.058400001376867294
1.361 No. of Outliers: 50, Clusters : 8, Silhoutte 0.058400001376867294
1.362 No. of Outliers: 50, Clusters : 8, Silhoutte 0.058400001376867294
1.363 No. of Outliers: 50, Clusters : 8, Silhoutte 0.058400001376867294
1.364 No. of Outliers: 50, Clusters : 8, Silhoutte 0.058400001376867294
1.365 No. of Outliers: 50, Clusters : 8, Silhoutte 0.058400001376867294
1.366 No. of Outliers: 50, Clusters : 8, Silhoutte 0.058400001376867294
1.367 No. of Outliers: 50, Clusters : 8, Silhoutte 0.058400001376867294
1.368 No. of Outliers: 50, Clusters : 8, Silhoutte 0.058400001376867294
1.369 No. of Outliers: 50, Clusters : 8, Silhoutte 0.058400001376867294
1.37 No. of Outliers: 50, Clusters : 8, Silhoutte 0.058400001376867294
1.371 No. of Outliers: 50, Clusters : 8, Silhoutte 0.058400001376867294
1.372 No. of Outliers: 50, Clusters : 8, Silhoutte 0.058400001376867294
1.373 No. of Outliers: 50, Clusters : 8, Silhoutte 0.058400001376867294
1.374 No. of Outliers: 50, Clusters : 8, Silhoutte 0.058400001376867294
1.375 No. of Outliers: 50, Clusters : 8, Silhoutte 0.058400001376867294
1.376 No. of Outliers: 50, Clusters : 8, Silhoutte 0.058400001376867294
1.377 No. of Outliers: 50, Clusters : 8, Silhoutte 0.058400001376867294
1.378 No. of Outliers: 49, Clusters : 8, Silhoutte 0.06539999693632126
1.379 No. of Outliers: 49, Clusters : 7, Silhoutte 0.051100000739097595
1.38 No. of Outliers: 49, Clusters : 7, Silhoutte 0.051100000739097595
1.381 No. of Outliers: 49, Clusters : 7, Silhoutte 0.051100000739097595
1.382 No. of Outliers: 49, Clusters : 7, Silhoutte 0.051100000739097595
1.383 No. of Outliers: 49, Clusters : 7, Silhoutte 0.051100000739097595
1.384 No. of Outliers: 49, Clusters : 7, Silhoutte 0.051100000739097595
1.385 No. of Outliers: 49, Clusters : 7, Silhoutte 0.051100000739097595
1.386 No. of Outliers: 48, Clusters : 7, Silhoutte 0.05350000038743019
1.387 No. of Outliers: 48, Clusters : 7, Silhoutte 0.05350000038743019
1.388 No. of Outliers: 48, Clusters : 7, Silhoutte 0.05350000038743019
1.389 No. of Outliers: 48, Clusters : 7, Silhoutte 0.05350000038743019
1.39 No. of Outliers: 48, Clusters : 7, Silhoutte 0.05350000038743019
1.391 No. of Outliers: 48, Clusters : 7, Silhoutte 0.05350000038743019
1.392 No. of Outliers: 47, Clusters : 7, Silhoutte 0.053199999034404755
1.393 No. of Outliers: 46, Clusters : 7, Silhoutte 0.06040000170469284
1.394 No. of Outliers: 46, Clusters : 7, Silhoutte 0.06040000170469284
1.395 No. of Outliers: 45, Clusters : 7, Silhoutte 0.06949999928474426
1.396 No. of Outliers: 45, Clusters : 7, Silhoutte 0.06949999928474426
1.397 No. of Outliers: 45, Clusters : 7, Silhoutte 0.06949999928474426
1.398 No. of Outliers: 45, Clusters : 7, Silhoutte 0.06949999928474426
1.399 No. of Outliers: 45, Clusters : 7, Silhoutte 0.06949999928474426
1.4 No. of Outliers: 45, Clusters : 7, Silhoutte 0.06949999928474426
1.401 No. of Outliers: 45, Clusters : 7, Silhoutte 0.06949999928474426
1.402 No. of Outliers: 44, Clusters : 7, Silhoutte 0.07620000094175339
1.403 No. of Outliers: 44, Clusters : 7, Silhoutte 0.07620000094175339
1.404 No. of Outliers: 44, Clusters : 7, Silhoutte 0.07620000094175339
1.405 No. of Outliers: 44, Clusters : 7, Silhoutte 0.07620000094175339
1.406 No. of Outliers: 44, Clusters : 7, Silhoutte 0.07620000094175339
1.407 No. of Outliers: 44, Clusters : 7, Silhoutte 0.07620000094175339
1.408 No. of Outliers: 44, Clusters : 7, Silhoutte 0.07620000094175339
1.409 No. of Outliers: 44, Clusters : 7, Silhoutte 0.07620000094175339
1.41 No. of Outliers: 44, Clusters : 7, Silhoutte 0.07620000094175339
1.411 No. of Outliers: 44, Clusters : 7, Silhoutte 0.07620000094175339
1.412 No. of Outliers: 44, Clusters : 7, Silhoutte 0.07620000094175339
1.413 No. of Outliers: 41, Clusters : 8, Silhoutte 0.07050000131130219
1.414 No. of Outliers: 41, Clusters : 8, Silhoutte 0.07050000131130219
1.415 No. of Outliers: 41, Clusters : 8, Silhoutte 0.07050000131130219
1.416 No. of Outliers: 41, Clusters : 8, Silhoutte 0.07050000131130219
1.417 No. of Outliers: 41, Clusters : 8, Silhoutte 0.07050000131130219
1.418 No. of Outliers: 41, Clusters : 8, Silhoutte 0.07050000131130219
1.419 No. of Outliers: 41, Clusters : 8, Silhoutte 0.07050000131130219
1.42 No. of Outliers: 41, Clusters : 8, Silhoutte 0.07050000131130219
1.421 No. of Outliers: 39, Clusters : 8, Silhoutte 0.07109999656677246
1.422 No. of Outliers: 39, Clusters : 8, Silhoutte 0.07109999656677246
1.423 No. of Outliers: 39, Clusters : 8, Silhoutte 0.07109999656677246
1.424 No. of Outliers: 39, Clusters : 8, Silhoutte 0.07109999656677246
1.425 No. of Outliers: 39, Clusters : 8, Silhoutte 0.07109999656677246
1.426 No. of Outliers: 39, Clusters : 8, Silhoutte 0.07109999656677246
1.427 No. of Outliers: 39, Clusters : 8, Silhoutte 0.07109999656677246
1.428 No. of Outliers: 39, Clusters : 8, Silhoutte 0.07109999656677246
1.429 No. of Outliers: 39, Clusters : 8, Silhoutte 0.07109999656677246
1.43 No. of Outliers: 39, Clusters : 8, Silhoutte 0.07109999656677246
1.431 No. of Outliers: 39, Clusters : 8, Silhoutte 0.07109999656677246
1.432 No. of Outliers: 39, Clusters : 8, Silhoutte 0.07109999656677246
1.433 No. of Outliers: 39, Clusters : 8, Silhoutte 0.07109999656677246
1.434 No. of Outliers: 39, Clusters : 8, Silhoutte 0.07109999656677246
1.435 No. of Outliers: 39, Clusters : 8, Silhoutte 0.07109999656677246
1.436 No. of Outliers: 39, Clusters : 8, Silhoutte 0.07109999656677246
1.437 No. of Outliers: 37, Clusters : 8, Silhoutte 0.0794999971985817
1.438 No. of Outliers: 37, Clusters : 8, Silhoutte 0.0794999971985817
1.439 No. of Outliers: 37, Clusters : 8, Silhoutte 0.0794999971985817
1.44 No. of Outliers: 37, Clusters : 8, Silhoutte 0.0794999971985817
1.441 No. of Outliers: 37, Clusters : 8, Silhoutte 0.0794999971985817
1.442 No. of Outliers: 37, Clusters : 8, Silhoutte 0.0794999971985817
1.443 No. of Outliers: 37, Clusters : 8, Silhoutte 0.0794999971985817
1.444 No. of Outliers: 37, Clusters : 8, Silhoutte 0.0794999971985817
1.445 No. of Outliers: 37, Clusters : 8, Silhoutte 0.0794999971985817
1.446 No. of Outliers: 36, Clusters : 8, Silhoutte 0.08009999990463257
1.447 No. of Outliers: 36, Clusters : 8, Silhoutte 0.08009999990463257
1.448 No. of Outliers: 35, Clusters : 8, Silhoutte 0.08349999785423279
1.449 No. of Outliers: 35, Clusters : 8, Silhoutte 0.08349999785423279
1.45 No. of Outliers: 34, Clusters : 8, Silhoutte 0.09030000120401382
1.451 No. of Outliers: 34, Clusters : 8, Silhoutte 0.09030000120401382
1.452 No. of Outliers: 34, Clusters : 7, Silhoutte 0.09189999848604202
1.453 No. of Outliers: 34, Clusters : 7, Silhoutte 0.09189999848604202
1.454 No. of Outliers: 34, Clusters : 7, Silhoutte 0.09189999848604202
1.455 No. of Outliers: 34, Clusters : 7, Silhoutte 0.09189999848604202
1.456 No. of Outliers: 34, Clusters : 7, Silhoutte 0.09189999848604202
1.457 No. of Outliers: 34, Clusters : 7, Silhoutte 0.09189999848604202
1.458 No. of Outliers: 34, Clusters : 7, Silhoutte 0.09189999848604202
1.459 No. of Outliers: 34, Clusters : 7, Silhoutte 0.09189999848604202
1.46 No. of Outliers: 34, Clusters : 7, Silhoutte 0.09189999848604202
1.461 No. of Outliers: 34, Clusters : 7, Silhoutte 0.09189999848604202
1.462 No. of Outliers: 34, Clusters : 7, Silhoutte 0.09189999848604202
1.463 No. of Outliers: 34, Clusters : 7, Silhoutte 0.09189999848604202
1.464 No. of Outliers: 34, Clusters : 7, Silhoutte 0.09189999848604202
1.465 No. of Outliers: 34, Clusters : 7, Silhoutte 0.09189999848604202
1.466 No. of Outliers: 34, Clusters : 7, Silhoutte 0.09189999848604202
1.467 No. of Outliers: 34, Clusters : 7, Silhoutte 0.09189999848604202
1.468 No. of Outliers: 34, Clusters : 7, Silhoutte 0.09189999848604202
1.469 No. of Outliers: 34, Clusters : 7, Silhoutte 0.09189999848604202
1.47 No. of Outliers: 34, Clusters : 7, Silhoutte 0.09189999848604202
1.471 No. of Outliers: 33, Clusters : 7, Silhoutte 0.09099999815225601
1.472 No. of Outliers: 33, Clusters : 7, Silhoutte 0.09099999815225601
1.473 No. of Outliers: 33, Clusters : 7, Silhoutte 0.09099999815225601
1.474 No. of Outliers: 33, Clusters : 7, Silhoutte 0.09099999815225601
1.475 No. of Outliers: 33, Clusters : 6, Silhoutte 0.09200000017881393
1.476 No. of Outliers: 33, Clusters : 6, Silhoutte 0.09200000017881393
1.477 No. of Outliers: 33, Clusters : 6, Silhoutte 0.09200000017881393
1.478 No. of Outliers: 33, Clusters : 6, Silhoutte 0.09200000017881393
1.479 No. of Outliers: 33, Clusters : 6, Silhoutte 0.09200000017881393
1.48 No. of Outliers: 33, Clusters : 6, Silhoutte 0.09200000017881393
1.481 No. of Outliers: 33, Clusters : 6, Silhoutte 0.09200000017881393
1.482 No. of Outliers: 33, Clusters : 6, Silhoutte 0.09200000017881393
1.483 No. of Outliers: 33, Clusters : 6, Silhoutte 0.09200000017881393
1.484 No. of Outliers: 33, Clusters : 6, Silhoutte 0.09200000017881393
1.485 No. of Outliers: 33, Clusters : 6, Silhoutte 0.09200000017881393
1.486 No. of Outliers: 33, Clusters : 6, Silhoutte 0.09200000017881393
1.487 No. of Outliers: 33, Clusters : 6, Silhoutte 0.09200000017881393
1.488 No. of Outliers: 33, Clusters : 6, Silhoutte 0.09200000017881393
1.489 No. of Outliers: 33, Clusters : 6, Silhoutte 0.09200000017881393
1.49 No. of Outliers: 33, Clusters : 6, Silhoutte 0.09200000017881393
1.491 No. of Outliers: 33, Clusters : 6, Silhoutte 0.09200000017881393
1.492 No. of Outliers: 33, Clusters : 6, Silhoutte 0.09200000017881393
1.493 No. of Outliers: 33, Clusters : 6, Silhoutte 0.09200000017881393
1.494 No. of Outliers: 33, Clusters : 6, Silhoutte 0.09200000017881393
1.495 No. of Outliers: 33, Clusters : 6, Silhoutte 0.09200000017881393
1.496 No. of Outliers: 33, Clusters : 6, Silhoutte 0.09200000017881393
1.497 No. of Outliers: 32, Clusters : 6, Silhoutte 0.09279999881982803
1.498 No. of Outliers: 32, Clusters : 6, Silhoutte 0.09279999881982803
1.499 No. of Outliers: 32, Clusters : 6, Silhoutte 0.09279999881982803
1.5 No. of Outliers: 32, Clusters : 6, Silhoutte 0.09279999881982803
1.501 No. of Outliers: 32, Clusters : 6, Silhoutte 0.09279999881982803
1.502 No. of Outliers: 32, Clusters : 6, Silhoutte 0.09279999881982803
1.503 No. of Outliers: 29, Clusters : 7, Silhoutte 0.08429999649524689
1.504 No. of Outliers: 26, Clusters : 7, Silhoutte 0.08619999885559082
1.505 No. of Outliers: 25, Clusters : 7, Silhoutte 0.08889999985694885
1.506 No. of Outliers: 25, Clusters : 7, Silhoutte 0.08889999985694885
1.507 No. of Outliers: 25, Clusters : 7, Silhoutte 0.08889999985694885
1.508 No. of Outliers: 25, Clusters : 7, Silhoutte 0.08889999985694885
1.509 No. of Outliers: 24, Clusters : 7, Silhoutte 0.09399999678134918
1.51 No. of Outliers: 24, Clusters : 7, Silhoutte 0.09399999678134918
1.511 No. of Outliers: 24, Clusters : 6, Silhoutte 0.08229999989271164
1.512 No. of Outliers: 24, Clusters : 6, Silhoutte 0.08229999989271164
1.513 No. of Outliers: 24, Clusters : 6, Silhoutte 0.08229999989271164
1.514 No. of Outliers: 24, Clusters : 6, Silhoutte 0.08229999989271164
1.515 No. of Outliers: 24, Clusters : 6, Silhoutte 0.08229999989271164
1.516 No. of Outliers: 24, Clusters : 6, Silhoutte 0.08229999989271164
1.517 No. of Outliers: 24, Clusters : 6, Silhoutte 0.08229999989271164
1.518 No. of Outliers: 24, Clusters : 6, Silhoutte 0.08229999989271164
1.519 No. of Outliers: 24, Clusters : 6, Silhoutte 0.08229999989271164
1.52 No. of Outliers: 24, Clusters : 6, Silhoutte 0.08229999989271164
1.521 No. of Outliers: 24, Clusters : 6, Silhoutte 0.08229999989271164
1.522 No. of Outliers: 24, Clusters : 6, Silhoutte 0.08229999989271164
1.523 No. of Outliers: 24, Clusters : 6, Silhoutte 0.08229999989271164
1.524 No. of Outliers: 24, Clusters : 6, Silhoutte 0.08229999989271164
1.525 No. of Outliers: 24, Clusters : 6, Silhoutte 0.08229999989271164
1.526 No. of Outliers: 24, Clusters : 6, Silhoutte 0.08229999989271164
1.527 No. of Outliers: 24, Clusters : 6, Silhoutte 0.08229999989271164
1.528 No. of Outliers: 24, Clusters : 5, Silhoutte 0.06539999693632126
1.529 No. of Outliers: 24, Clusters : 5, Silhoutte 0.06539999693632126
1.53 No. of Outliers: 24, Clusters : 5, Silhoutte 0.06539999693632126
1.531 No. of Outliers: 24, Clusters : 4, Silhoutte 0.09730000048875809
1.532 No. of Outliers: 24, Clusters : 4, Silhoutte 0.09730000048875809
1.533 No. of Outliers: 24, Clusters : 4, Silhoutte 0.09730000048875809
1.534 No. of Outliers: 24, Clusters : 4, Silhoutte 0.09730000048875809
1.535 No. of Outliers: 24, Clusters : 4, Silhoutte 0.09730000048875809
1.536 No. of Outliers: 24, Clusters : 4, Silhoutte 0.09730000048875809
1.537 No. of Outliers: 24, Clusters : 4, Silhoutte 0.09730000048875809
1.538 No. of Outliers: 24, Clusters : 4, Silhoutte 0.09730000048875809
1.539 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.54 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.541 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.542 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.543 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.544 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.545 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.546 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.547 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.548 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.549 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.55 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.551 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.552 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.553 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.554 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.555 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.556 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.557 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.558 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.559 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.56 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.561 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.562 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.563 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.564 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.565 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.566 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.567 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.568 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.569 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.57 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.571 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.572 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.573 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.574 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.575 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.576 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.577 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.578 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.579 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.58 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.581 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.582 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.583 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.584 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.585 No. of Outliers: 23, Clusters : 4, Silhoutte 0.09740000218153
1.586 No. of Outliers: 19, Clusters : 5, Silhoutte 0.09510000050067902
1.587 No. of Outliers: 19, Clusters : 5, Silhoutte 0.09510000050067902
1.588 No. of Outliers: 19, Clusters : 5, Silhoutte 0.09510000050067902
1.589 No. of Outliers: 19, Clusters : 5, Silhoutte 0.09510000050067902
1.59 No. of Outliers: 19, Clusters : 5, Silhoutte 0.09510000050067902
1.591 No. of Outliers: 19, Clusters : 5, Silhoutte 0.09510000050067902
1.592 No. of Outliers: 19, Clusters : 5, Silhoutte 0.09510000050067902
1.593 No. of Outliers: 19, Clusters : 5, Silhoutte 0.09510000050067902
1.594 No. of Outliers: 19, Clusters : 5, Silhoutte 0.09510000050067902
1.595 No. of Outliers: 19, Clusters : 5, Silhoutte 0.09510000050067902
1.596 No. of Outliers: 19, Clusters : 5, Silhoutte 0.09510000050067902
1.597 No. of Outliers: 19, Clusters : 5, Silhoutte 0.09510000050067902
1.598 No. of Outliers: 19, Clusters : 5, Silhoutte 0.09510000050067902
1.599 No. of Outliers: 19, Clusters : 5, Silhoutte 0.09510000050067902
1.6 No. of Outliers: 19, Clusters : 5, Silhoutte 0.09510000050067902
1.601 No. of Outliers: 19, Clusters : 5, Silhoutte 0.09510000050067902
1.602 No. of Outliers: 19, Clusters : 5, Silhoutte 0.09510000050067902
1.603 No. of Outliers: 19, Clusters : 5, Silhoutte 0.09510000050067902
1.604 No. of Outliers: 19, Clusters : 5, Silhoutte 0.09510000050067902
1.605 No. of Outliers: 19, Clusters : 5, Silhoutte 0.09510000050067902
1.606 No. of Outliers: 19, Clusters : 5, Silhoutte 0.09510000050067902
1.607 No. of Outliers: 19, Clusters : 5, Silhoutte 0.09510000050067902
1.608 No. of Outliers: 19, Clusters : 5, Silhoutte 0.09510000050067902
1.609 No. of Outliers: 18, Clusters : 5, Silhoutte 0.10180000215768814
1.61 No. of Outliers: 18, Clusters : 5, Silhoutte 0.10180000215768814
1.611 No. of Outliers: 18, Clusters : 5, Silhoutte 0.10180000215768814
1.612 No. of Outliers: 18, Clusters : 5, Silhoutte 0.10180000215768814
1.613 No. of Outliers: 18, Clusters : 5, Silhoutte 0.10180000215768814
1.614 No. of Outliers: 18, Clusters : 5, Silhoutte 0.10180000215768814
1.615 No. of Outliers: 18, Clusters : 5, Silhoutte 0.10180000215768814
1.616 No. of Outliers: 18, Clusters : 5, Silhoutte 0.10180000215768814
1.617 No. of Outliers: 18, Clusters : 5, Silhoutte 0.10180000215768814
1.618 No. of Outliers: 18, Clusters : 5, Silhoutte 0.10180000215768814
1.619 No. of Outliers: 18, Clusters : 5, Silhoutte 0.10180000215768814
1.62 No. of Outliers: 18, Clusters : 5, Silhoutte 0.10180000215768814
1.621 No. of Outliers: 18, Clusters : 5, Silhoutte 0.10180000215768814
